OrderID,OrderDate,Country,Region,Category,Product,UnitsSold,UnitPrice,TotalRevenue
1344,2023-04-19,South Africa,Africa,Apparel,Dress,2,32.84,65.68
1345,2024-05-21,Saudi Arabia,Asia,Electronics,Laptop,17,1057.98,17985.66
1346,2024-10-20,Russia,Europe,Home Goods,Blender,39,408.35,15925.65
1347,2023-05-24,Netherlands,Europe,Home Goods,Blender,4,611.73,2446.92
1348,2025-05-08,India,Asia,Books,History Text,10,45.14,451.4
1349,2023-06-22,Switzerland,Europe,Books,Fiction Novel,42,33.74,1417.08
1350,2023-01-09,Mexico,North America,Home Goods,Vacuum Cleaner,28,213.28,5971.84
1351,2023-04-14,Vietnam,Asia,Electronics,Smartwatch,43,785.38,33771.34
1352,2024-02-28,Japan,Asia,Books,Fiction Novel,18,31.42,565.56
1353,2024-06-21,France,Europe,Books,Fiction Novel,19,55.91,1062.29
1354,2024-11-16,Egypt,Africa,Apparel,Dress,42,188.34,7910.28
1355,2023-08-07,France,Europe,Home Goods,Bed Frame,25,656.05,16401.25
1356,2024-05-22,Nigeria,Africa,Books,Science Journal,24,55.51,1332.24
1357,2025-03-04,Turkey,Europe,Books,History Text,6,64.98,389.88
1358,2024-10-22,United Kingdom,Europe,Apparel,Jeans,8,129.69,1037.52
1359,2025-01-23,Australia,Oceania,Home Goods,Sofa,41,361.79,14833.39
1360,2023-06-27,Bangladesh,Asia,Electronics,Tablet,23,1466.2,33722.6
1361,2023-12-09,South Africa,Africa,Electronics,Smartphone,50,982.98,49149.0
1362,2023-11-07,South Korea,Asia,Electronics,Smartphone,5,296.87,1484.35
1363,2023-02-26,Indonesia,Asia,Home Goods,Sofa,42,161.28,6773.76
1364,2024-09-08,Canada,North America,Books,Fiction Novel,36,28.98,1043.28
1365,2024-10-27,Turkey,Europe,Apparel,Jacket,28,186.41,5219.48
1366,2025-01-02,France,Europe,Home Goods,Bed Frame,21,66.04,1386.84
1367,2024-02-14,Mexico,North America,Home Goods,Blender,32,153.8,4921.6
1368,2024-06-14,Thailand,Asia,Home Goods,Bed Frame,23,53.46,1229.58
1369,2024-12-04,Egypt,Africa,Home Goods,Vacuum Cleaner,13,798.14,10375.82
1370,2024-10-28,Switzerland,Europe,Apparel,Dress,18,117.74,2119.32
1371,2023-07-12,China,Asia,Electronics,Laptop,30,148.18,4445.4
1372,2025-02-16,Japan,Asia,Books,Cookbook,3,27.78,83.34
1373,2023-04-23,Bangladesh,Asia,Books,Fiction Novel,24,18.64,447.36
1374,2023-01-22,Italy,Europe,Home Goods,Sofa,27,398.11,10748.97
1375,2023-08-08,Indonesia,Asia,Books,Science Journal,44,79.55,3500.2
1376,2024-10-29,Vietnam,Asia,Books,Science Journal,8,75.44,603.52
1377,2023-01-08,Indonesia,Asia,Apparel,T-Shirt,43,188.76,8116.68
1378,2023-11-11,Brazil,South America,Electronics,Headphones,38,1465.49,55688.62
1379,2024-11-13,Egypt,Africa,Books,History Text,50,57.16,2858.0
1380,2023-10-06,Netherlands,Europe,Apparel,T-Shirt,18,146.53,2637.54
1381,2025-02-01,Italy,Europe,Electronics,Smartphone,44,897.67,39497.48
1382,2025-04-28,Switzerland,Europe,Books,Science Journal,5,25.53,127.65
1383,2023-05-08,Spain,Europe,Apparel,Jacket,37,145.49,5383.13
1384,2025-03-29,Argentina,South America,Home Goods,Sofa,33,747.1,24654.3
1385,2023-05-20,Philippines,Asia,Home Goods,Vacuum Cleaner,32,203.02,6496.64
1386,2024-02-02,South Korea,Asia,Home Goods,Blender,22,487.03,10714.66
1387,2024-12-24,Germany,Europe,Apparel,Sneakers,16,57.95,927.2
1388,2023-02-09,Japan,Asia,Apparel,T-Shirt,23,161.77,3720.71
1389,2024-07-03,Indonesia,Asia,Electronics,Smartphone,26,101.97,2651.22
1390,2023-07-17,Mexico,North America,Apparel,T-Shirt,8,35.44,283.52
1391,2023-04-19,United Kingdom,Europe,Home Goods,Coffee Maker,39,783.6,30560.4
1392,2023-02-18,Italy,Europe,Electronics,Smartphone,27,850.25,22956.75
1393,2023-11-09,Spain,Europe,Home Goods,Sofa,11,382.17,4203.87
1394,2025-07-29,Mexico,North America,Home Goods,Vacuum Cleaner,10,57.16,571.6
1395,2025-07-05,Nigeria,Africa,Electronics,Smartwatch,6,909.5,5457.0
1396,2024-03-08,Pakistan,Asia,Books,Cookbook,50,78.46,3923.0
1397,2025-06-03,Philippines,Asia,Books,History Text,46,26.84,1234.64
1398,2023-11-12,Argentina,South America,Home Goods,Coffee Maker,18,621.2,11181.6
1399,2024-11-18,Saudi Arabia,Asia,Apparel,Sneakers,34,94.76,3221.84
1400,2024-11-11,South Africa,Africa,Home Goods,Sofa,45,123.63,5563.35
1401,2024-01-05,Argentina,South America,Home Goods,Vacuum Cleaner,5,721.63,3608.15
1402,2024-04-18,Spain,Europe,Home Goods,Sofa,33,515.86,17023.38
1403,2024-03-06,Pakistan,Asia,Apparel,Jacket,29,182.7,5298.3
1404,2023-12-22,South Korea,Asia,Electronics,Headphones,36,229.93,8277.48
1405,2024-08-20,South Africa,Africa,Books,Biography,3,78.06,234.18
1406,2023-10-13,Australia,Oceania,Home Goods,Coffee Maker,48,518.78,24901.44
1407,2024-05-18,Spain,Europe,Apparel,Jacket,29,26.41,765.89
1408,2023-09-03,Saudi Arabia,Asia,Electronics,Smartphone,22,885.54,19481.88
1409,2025-05-20,Brazil,South America,Apparel,Jacket,8,198.7,1589.6
1410,2023-11-19,Japan,Asia,Books,Fiction Novel,46,56.19,2584.74
1411,2024-12-12,Argentina,South America,Home Goods,Sofa,31,56.95,1765.45
1412,2025-02-14,China,Asia,Electronics,Laptop,46,280.41,12898.86
1413,2024-08-23,Mexico,North America,Electronics,Smartwatch,3,960.58,2881.74
1414,2024-06-29,South Korea,Asia,Books,Biography,10,30.78,307.8
1415,2023-12-12,Turkey,Europe,Electronics,Headphones,12,268.82,3225.84
1416,2023-10-05,France,Europe,Electronics,Smartphone,25,104.46,2611.5
1417,2025-07-01,Bangladesh,Asia,Books,Biography,25,58.02,1450.5
1418,2024-11-21,Malaysia,Asia,Apparel,Sneakers,9,84.04,756.36
1419,2023-06-26,France,Europe,Books,Science Journal,7,28.3,198.1
1420,2025-02-05,Russia,Europe,Electronics,Tablet,26,529.89,13777.14
1421,2023-04-27,France,Europe,Home Goods,Vacuum Cleaner,20,703.77,14075.4
1422,2023-10-24,Malaysia,Asia,Books,Science Journal,38,73.39,2788.82
1423,2023-01-12,Thailand,Asia,Apparel,T-Shirt,25,140.71,3517.75
1424,2025-04-24,Netherlands,Europe,Home Goods,Blender,3,189.41,568.23
1425,2023-06-27,Brazil,South America,Home Goods,Coffee Maker,27,333.53,9005.31
1426,2025-04-26,Mexico,North America,Apparel,Jeans,43,197.4,8488.2
1427,2023-12-16,Philippines,Asia,Electronics,Headphones,42,142.79,5997.18
1428,2025-06-11,Italy,Europe,Electronics,Smartwatch,48,182.18,8744.64
1429,2024-09-06,Germany,Europe,Apparel,Dress,6,74.94,449.64
1430,2024-04-03,Malaysia,Asia,Apparel,Jacket,42,44.95,1887.9
1431,2023-10-12,Netherlands,Europe,Electronics,Laptop,45,1379.35,62070.75
1432,2024-08-13,Switzerland,Europe,Electronics,Tablet,42,816.96,34312.32
1433,2023-07-19,Italy,Europe,Home Goods,Bed Frame,1,103.64,103.64
1434,2023-07-24,Japan,Asia,Apparel,Jeans,2,240.18,480.36
1435,2024-01-30,Australia,Oceania,Electronics,Tablet,38,851.01,32338.38
1436,2024-08-10,Malaysia,Asia,Home Goods,Bed Frame,40,353.97,14158.8
1437,2024-09-21,Italy,Europe,Home Goods,Bed Frame,6,731.08,4386.48
1438,2024-03-01,India,Asia,Apparel,T-Shirt,31,97.42,3020.02
1439,2023-08-04,Canada,North America,Home Goods,Coffee Maker,9,460.32,4142.88
1440,2024-11-06,Netherlands,Europe,Books,Cookbook,28,77.03,2156.84
1441,2023-10-28,Netherlands,Europe,Home Goods,Vacuum Cleaner,50,446.36,22318.0
1442,2024-12-11,Malaysia,Asia,Home Goods,Sofa,47,413.83,19450.01
1443,2024-07-10,Spain,Europe,Home Goods,Sofa,41,215.3,8827.3
1444,2024-05-18,Australia,Oceania,Apparel,Jacket,47,186.38,8759.86
1445,2025-01-04,Philippines,Asia,Electronics,Headphones,32,372.57,11922.24
1446,2024-05-09,Canada,North America,Electronics,Smartphone,3,1385.65,4156.95
1447,2025-04-06,Indonesia,Asia,Books,Biography,9,36.09,324.81
1448,2023-05-20,United Kingdom,Europe,Home Goods,Blender,21,677.29,14223.09
1449,2023-12-13,Philippines,Asia,Apparel,T-Shirt,43,73.88,3176.84
1450,2023-05-12,Australia,Oceania,Apparel,Jeans,36,137.02,4932.72
1451,2025-02-07,Russia,Europe,Electronics,Headphones,44,621.5,27346.0
1452,2023-05-09,Italy,Europe,Home Goods,Bed Frame,28,749.05,20973.4
1453,2023-07-07,Malaysia,Asia,Books,Cookbook,8,77.44,619.52
1454,2023-03-31,China,Asia,Books,Fiction Novel,40,10.46,418.4
1455,2023-03-06,United States,North America,Electronics,Laptop,21,329.14,6911.94
1456,2024-02-03,Germany,Europe,Electronics,Headphones,48,260.17,12488.16
1457,2024-02-10,Egypt,Africa,Books,History Text,5,33.28,166.4
1458,2024-10-17,Indonesia,Asia,Electronics,Smartphone,36,900.81,32429.16
1459,2024-03-21,Turkey,Europe,Electronics,Smartwatch,18,111.32,2003.76
1460,2025-05-28,China,Asia,Books,Biography,14,14.68,205.52
1461,2025-07-16,Nigeria,Africa,Electronics,Headphones,6,779.18,4675.08
1462,2023-07-03,United States,North America,Books,Cookbook,35,57.84,2024.4
1463,2024-11-02,Canada,North America,Electronics,Headphones,46,650.54,29924.84
1464,2023-08-14,United States,North America,Books,Cookbook,28,37.49,1049.72
1465,2024-02-27,United States,North America,Home Goods,Bed Frame,37,231.72,8573.64
1466,2023-09-03,China,Asia,Apparel,Sneakers,19,124.97,2374.43
1467,2023-11-08,Spain,Europe,Books,History Text,16,36.19,579.04
1468,2024-10-12,Brazil,South America,Home Goods,Vacuum Cleaner,35,420.59,14720.65
1469,2024-01-06,Thailand,Asia,Apparel,Jacket,37,126.43,4677.91
1470,2023-05-01,Argentina,South America,Apparel,Sneakers,5,219.95,1099.75
1471,2023-06-21,Bangladesh,Asia,Home Goods,Blender,13,406.29,5281.77
1472,2023-07-05,Bangladesh,Asia,Apparel,T-Shirt,29,30.46,883.34
1473,2023-10-05,Egypt,Africa,Electronics,Smartwatch,49,907.29,44457.21
1474,2024-06-21,Mexico,North America,Apparel,T-Shirt,9,138.55,1246.95
1475,2023-01-20,United Kingdom,Europe,Books,Biography,39,24.27,946.53
1476,2024-03-11,United Kingdom,Europe,Books,Biography,20,35.58,711.6
1477,2023-01-11,Argentina,South America,Apparel,Sneakers,6,158.96,953.76
1478,2023-12-10,Switzerland,Europe,Electronics,Laptop,34,302.55,10286.7
1479,2024-08-01,Argentina,South America,Electronics,Laptop,46,1228.66,56518.36
1480,2024-06-02,Germany,Europe,Electronics,Smartwatch,48,395.32,18975.36
1481,2023-02-21,Nigeria,Africa,Electronics,Smartwatch,23,735.4,16914.2
1482,2023-09-16,Saudi Arabia,Asia,Books,Fiction Novel,37,26.99,998.63
1483,2024-10-10,Spain,Europe,Apparel,Dress,47,201.44,9467.68
1484,2023-03-20,Russia,Europe,Apparel,Dress,49,109.03,5342.47
1485,2025-02-01,Argentina,South America,Home Goods,Blender,2,273.65,547.3
1486,2024-05-31,Vietnam,Asia,Apparel,T-Shirt,6,79.44,476.64
1487,2024-06-16,France,Europe,Home Goods,Sofa,28,353.11,9887.08
1488,2025-04-29,United States,North America,Books,History Text,48,39.47,1894.56
1489,2024-03-19,Switzerland,Europe,Apparel,Dress,49,67.76,3320.24
1490,2023-02-17,South Africa,Africa,Home Goods,Vacuum Cleaner,44,209.05,9198.2
1491,2023-03-27,Vietnam,Asia,Home Goods,Bed Frame,1,265.96,265.96
1492,2025-06-07,Switzerland,Europe,Apparel,Sneakers,37,139.58,5164.46
1493,2023-03-20,United States,North America,Electronics,Headphones,5,1127.4,5637.0
1494,2023-09-23,South Africa,Africa,Books,Fiction Novel,33,20.99,692.67
1495,2024-12-03,Bangladesh,Asia,Home Goods,Vacuum Cleaner,27,40.02,1080.54
1496,2024-02-09,Nigeria,Africa,Electronics,Laptop,44,851.27,37455.88
1497,2025-02-09,Indonesia,Asia,Apparel,Sneakers,9,147.62,1328.58
1498,2023-08-28,Mexico,North America,Apparel,T-Shirt,33,60.69,2002.77
1499,2024-07-09,Pakistan,Asia,Electronics,Tablet,37,1085.26,40154.62
1500,2024-09-13,South Africa,Africa,Books,Fiction Novel,2,22.43,44.86
1501,2023-11-01,Mexico,North America,Home Goods,Vacuum Cleaner,14,334.93,4689.02
1502,2023-12-02,Thailand,Asia,Apparel,Jacket,1,240.04,240.04
1503,2023-12-22,Japan,Asia,Home Goods,Coffee Maker,49,92.33,4524.17
1504,2023-01-05,Thailand,Asia,Books,Fiction Novel,12,72.49,869.88
1505,2024-11-08,Mexico,North America,Home Goods,Coffee Maker,24,142.18,3412.32
1506,2025-02-16,Canada,North America,Home Goods,Blender,12,487.29,5847.48
1507,2024-02-16,United Kingdom,Europe,Electronics,Smartwatch,35,1318.07,46132.45
1508,2025-06-11,Malaysia,Asia,Home Goods,Blender,17,344.06,5849.02
1509,2024-01-24,Spain,Europe,Electronics,Smartphone,4,1287.71,5150.84
1510,2023-10-28,South Korea,Asia,Books,Biography,38,62.66,2381.08
1511,2024-06-02,Vietnam,Asia,Apparel,Dress,46,211.1,9710.6
1512,2025-07-27,South Africa,Africa,Home Goods,Bed Frame,36,782.41,28166.76
1513,2023-04-07,Indonesia,Asia,Apparel,Jeans,14,51.26,717.64
1514,2024-05-03,South Korea,Asia,Apparel,Jacket,7,240.6,1684.2
1515,2024-04-07,South Korea,Asia,Electronics,Laptop,20,1349.04,26980.8
1516,2024-03-17,China,Asia,Apparel,Dress,34,168.43,5726.62
1517,2023-09-23,Canada,North America,Electronics,Smartwatch,4,154.6,618.4
1518,2024-02-11,Mexico,North America,Books,Biography,17,30.52,518.84
1519,2024-01-10,France,Europe,Electronics,Smartwatch,7,1464.85,10253.95
1520,2023-02-08,Brazil,South America,Apparel,Jacket,34,99.24,3374.16
1521,2025-05-11,United Kingdom,Europe,Home Goods,Vacuum Cleaner,30,793.68,23810.4
1522,2023-01-26,South Korea,Asia,Electronics,Smartphone,14,1130.96,15833.44
1523,2024-04-20,Egypt,Africa,Books,Biography,1,60.75,60.75
1524,2023-08-24,Brazil,South America,Electronics,Headphones,37,595.36,22028.32
1525,2025-05-02,Nigeria,Africa,Home Goods,Sofa,24,521.74,12521.76
1526,2023-10-15,Nigeria,Africa,Apparel,Sneakers,7,237.28,1660.96
1527,2025-03-15,Russia,Europe,Apparel,Jacket,1,107.22,107.22
1528,2023-07-23,Nigeria,Africa,Books,Biography,22,20.9,459.8
1529,2023-04-08,Philippines,Asia,Home Goods,Sofa,31,313.57,9720.67
1530,2023-01-01,Italy,Europe,Apparel,Jeans,25,184.38,4609.5
1531,2023-07-24,Japan,Asia,Electronics,Laptop,42,847.81,35608.02
1532,2025-02-25,Bangladesh,Asia,Books,Biography,48,67.15,3223.2
1533,2024-07-31,Thailand,Asia,Apparel,Dress,36,169.75,6111.0
1534,2023-04-23,United States,North America,Books,Cookbook,33,45.7,1508.1
1535,2023-11-22,Nigeria,Africa,Apparel,Dress,45,215.78,9710.1
1536,2025-01-21,Mexico,North America,Apparel,T-Shirt,37,244.51,9046.87
1537,2024-06-02,Argentina,South America,Apparel,Dress,48,36.86,1769.28
1538,2023-10-23,South Africa,Africa,Home Goods,Blender,42,342.33,14377.86
1539,2024-09-05,Australia,Oceania,Apparel,Jeans,44,35.46,1560.24
1540,2024-09-27,Germany,Europe,Books,Biography,35,13.53,473.55
1541,2023-02-07,India,Asia,Electronics,Headphones,37,1399.89,51795.93
1542,2023-12-12,Canada,North America,Electronics,Tablet,1,379.3,379.3
1543,2024-03-11,Netherlands,Europe,Apparel,Jeans,43,19.36,832.48
1544,2025-06-05,Netherlands,Europe,Electronics,Headphones,21,1289.71,27083.91
1545,2025-04-18,Argentina,South America,Electronics,Smartphone,3,280.13,840.39
1546,2024-05-22,Saudi Arabia,Asia,Books,Cookbook,44,14.5,638.0
1547,2024-07-09,Saudi Arabia,Asia,Electronics,Laptop,16,392.84,6285.44
1548,2025-07-20,Malaysia,Asia,Apparel,Jeans,11,107.75,1185.25
1549,2025-01-22,Malaysia,Asia,Books,Fiction Novel,7,76.77,537.39
1550,2024-01-13,Nigeria,Africa,Electronics,Smartwatch,21,159.61,3351.81
1551,2024-05-13,United States,North America,Books,Science Journal,7,51.76,362.32
1552,2024-10-17,Italy,Europe,Books,Biography,28,63.18,1769.04
1553,2024-08-07,United Kingdom,Europe,Apparel,Jeans,35,112.91,3951.85
1554,2024-10-31,Pakistan,Asia,Apparel,T-Shirt,23,139.12,3199.76
1555,2025-03-27,United Kingdom,Europe,Apparel,Sneakers,2,216.78,433.56
1556,2025-07-02,Malaysia,Asia,Apparel,Jeans,43,183.59,7894.37
1557,2023-10-04,Pakistan,Asia,Home Goods,Bed Frame,34,485.41,16503.94
1558,2024-08-27,Switzerland,Europe,Books,Cookbook,6,78.19,469.14
1559,2025-03-06,Italy,Europe,Home Goods,Blender,26,228.23,5933.98
1560,2023-02-03,Japan,Asia,Apparel,Sneakers,39,169.25,6600.75
1561,2024-05-07,Japan,Asia,Apparel,Jeans,6,117.22,703.32
1562,2025-03-10,Vietnam,Asia,Electronics,Smartwatch,5,242.45,1212.25
1563,2023-07-24,Russia,Europe,Home Goods,Coffee Maker,41,272.39,11167.99
1564,2024-03-09,United Kingdom,Europe,Books,Fiction Novel,42,32.56,1367.52
1565,2025-02-12,Bangladesh,Asia,Home Goods,Vacuum Cleaner,7,263.68,1845.76
1566,2024-03-06,Egypt,Africa,Electronics,Headphones,23,193.12,4441.76
1567,2025-05-26,Italy,Europe,Apparel,T-Shirt,23,33.1,761.3
1568,2024-02-29,Spain,Europe,Home Goods,Coffee Maker,29,792.92,22994.68
1569,2023-07-19,Netherlands,Europe,Home Goods,Coffee Maker,34,728.6,24772.4
1570,2024-11-24,Germany,Europe,Apparel,Dress,23,107.0,2461.0
1571,2024-09-09,Philippines,Asia,Home Goods,Bed Frame,11,323.28,3556.08
1572,2025-02-20,Indonesia,Asia,Books,Science Journal,21,36.7,770.7
1573,2024-02-21,France,Europe,Home Goods,Blender,1,49.5,49.5
1574,2024-09-18,Malaysia,Asia,Books,Fiction Novel,27,62.7,1692.9
1575,2024-12-11,Nigeria,Africa,Books,Cookbook,38,23.27,884.26
1576,2024-01-15,United Kingdom,Europe,Electronics,Headphones,38,1082.56,41137.28
1577,2025-05-06,Brazil,South America,Apparel,Sneakers,25,24.83,620.75
1578,2024-05-15,Spain,Europe,Books,Fiction Novel,11,26.57,292.27
1579,2024-03-04,South Korea,Asia,Electronics,Tablet,47,711.2,33426.4
1580,2024-11-15,Italy,Europe,Books,Fiction Novel,2,59.25,118.5
1581,2024-07-21,Turkey,Europe,Electronics,Laptop,20,1204.6,24092.0
1582,2023-09-26,Netherlands,Europe,Electronics,Smartwatch,12,1076.56,12918.72
1583,2023-10-08,United Kingdom,Europe,Apparel,Jeans,28,231.69,6487.32
1584,2023-10-08,United Kingdom,Europe,Apparel,Jacket,35,148.92,5212.2
1585,2024-01-05,Bangladesh,Asia,Books,History Text,36,58.88,2119.68
1586,2024-11-03,Turkey,Europe,Electronics,Smartphone,6,1317.81,7906.86
1587,2023-08-04,Spain,Europe,Electronics,Smartwatch,34,909.48,30922.32
1588,2024-08-27,Italy,Europe,Apparel,Dress,19,92.51,1757.69
1589,2025-02-13,India,Asia,Books,Cookbook,26,68.94,1792.44
1590,2024-01-15,Philippines,Asia,Electronics,Smartphone,32,1065.15,34084.8
1591,2023-06-06,Philippines,Asia,Books,Fiction Novel,22,18.44,405.68
1592,2024-08-07,United Kingdom,Europe,Apparel,Jacket,43,94.54,4065.22
1593,2025-03-31,South Korea,Asia,Apparel,Jacket,7,72.77,509.39
1594,2024-08-17,India,Asia,Home Goods,Sofa,34,214.39,7289.26
1595,2025-03-31,South Africa,Africa,Electronics,Tablet,23,1157.84,26630.32
1596,2023-08-28,Turkey,Europe,Books,Cookbook,28,68.62,1921.36
1597,2024-12-06,Thailand,Asia,Books,Fiction Novel,11,51.64,568.04
1598,2024-01-23,Argentina,South America,Books,History Text,45,71.09,3199.05
1599,2025-05-25,South Korea,Asia,Books,Science Journal,9,16.14,145.26
1600,2024-12-12,South Africa,Africa,Apparel,Sneakers,39,123.08,4800.12
1601,2024-03-17,Bangladesh,Asia,Books,Biography,11,18.71,205.81
1602,2023-04-06,China,Asia,Apparel,Dress,4,105.66,422.64
1603,2024-02-01,Thailand,Asia,Electronics,Smartwatch,49,1091.1,53463.9
1604,2024-05-18,South Korea,Asia,Electronics,Laptop,44,1393.96,61334.24
1605,2024-10-02,Egypt,Africa,Apparel,Jeans,20,143.81,2876.2
1606,2023-04-06,Mexico,North America,Apparel,Jacket,40,83.81,3352.4
1607,2024-10-29,Pakistan,Asia,Books,Cookbook,31,32.75,1015.25
1608,2023-07-19,India,Asia,Home Goods,Coffee Maker,20,33.85,677.0
1609,2024-06-15,Saudi Arabia,Asia,Home Goods,Sofa,38,309.06,11744.28
1610,2024-02-27,Malaysia,Asia,Home Goods,Coffee Maker,16,212.43,3398.88
1611,2024-03-27,Russia,Europe,Electronics,Headphones,17,543.07,9232.19
1612,2023-08-10,Nigeria,Africa,Books,History Text,2,50.88,101.76
1613,2023-12-17,United Kingdom,Europe,Books,Science Journal,39,48.7,1899.3
1614,2023-10-05,Pakistan,Asia,Apparel,Sneakers,39,61.87,2412.93
1615,2024-05-25,Nigeria,Africa,Books,Biography,40,66.9,2676.0
1616,2025-04-28,Canada,North America,Home Goods,Coffee Maker,29,489.79,14203.91
1617,2025-03-13,United States,North America,Apparel,T-Shirt,6,32.12,192.72
1618,2025-04-02,Germany,Europe,Electronics,Headphones,22,895.29,19696.38
1619,2023-03-03,India,Asia,Electronics,Smartphone,46,1093.58,50304.68
1620,2024-09-10,Egypt,Africa,Books,Fiction Novel,6,12.93,77.58
1621,2024-02-25,South Korea,Asia,Electronics,Laptop,22,783.93,17246.46
1622,2023-03-30,Australia,Oceania,Books,Biography,47,17.37,816.39
1623,2024-01-27,Philippines,Asia,Books,Science Journal,43,25.98,1117.14
1624,2025-04-02,Canada,North America,Apparel,Dress,45,151.26,6806.7
1625,2024-07-28,Egypt,Africa,Apparel,Jeans,41,48.02,1968.82
1626,2024-12-21,Switzerland,Europe,Electronics,Tablet,35,1142.81,39998.35
1627,2023-11-29,Vietnam,Asia,Apparel,Jeans,29,216.97,6292.13
1628,2023-12-21,Vietnam,Asia,Electronics,Smartphone,50,694.89,34744.5
1629,2023-10-05,Japan,Asia,Books,Science Journal,10,36.96,369.6
1630,2024-05-22,India,Asia,Home Goods,Coffee Maker,9,356.97,3212.73
1631,2023-09-11,Germany,Europe,Apparel,Dress,6,55.61,333.66
1632,2023-06-10,Indonesia,Asia,Electronics,Tablet,47,1325.77,62311.19
1633,2025-03-22,Canada,North America,Electronics,Smartphone,37,354.63,13121.31
1634,2023-08-23,Mexico,North America,Apparel,Sneakers,21,59.54,1250.34
1635,2025-03-06,Nigeria,Africa,Books,Science Journal,41,18.55,760.55
1636,2024-06-08,Brazil,South America,Books,History Text,37,28.26,1045.62
1637,2024-10-21,Egypt,Africa,Apparel,Jeans,45,229.49,10327.05
1638,2025-05-25,Philippines,Asia,Electronics,Laptop,31,231.32,7170.92
1639,2024-08-25,South Korea,Asia,Electronics,Tablet,19,985.19,18718.61
1640,2023-06-17,Egypt,Africa,Books,History Text,27,48.52,1310.04
1641,2023-07-16,Egypt,Africa,Apparel,Dress,7,141.89,993.23
1642,2025-04-05,Spain,Europe,Apparel,Sneakers,44,41.57,1829.08
1643,2024-03-30,Canada,North America,Apparel,Jeans,37,44.02,1628.74
1644,2023-01-17,India,Asia,Books,Science Journal,25,77.16,1929.0
1645,2025-06-26,Switzerland,Europe,Books,Cookbook,48,46.06,2210.88
1646,2023-08-09,Vietnam,Asia,Books,Cookbook,32,60.86,1947.52
1647,2025-02-01,Australia,Oceania,Books,Science Journal,20,78.84,1576.8
1648,2024-05-09,United Kingdom,Europe,Home Goods,Coffee Maker,6,630.28,3781.68
1649,2023-11-14,Canada,North America,Home Goods,Blender,40,474.0,18960.0
1650,2024-07-03,India,Asia,Books,Fiction Novel,43,16.74,719.82
1651,2024-07-05,India,Asia,Books,Science Journal,36,60.13,2164.68
1652,2025-05-27,Saudi Arabia,Asia,Books,Cookbook,20,53.57,1071.4
1653,2023-08-31,India,Asia,Home Goods,Vacuum Cleaner,37,114.41,4233.17
1654,2024-08-09,Thailand,Asia,Electronics,Headphones,29,403.58,11703.82
1655,2024-09-23,South Korea,Asia,Apparel,Dress,42,38.1,1600.2
1656,2023-08-24,Canada,North America,Books,Fiction Novel,32,77.77,2488.64
1657,2024-12-28,Spain,Europe,Books,Cookbook,11,29.02,319.22
1658,2023-08-09,Nigeria,Africa,Home Goods,Sofa,41,224.0,9184.0
1659,2024-04-20,Thailand,Asia,Apparel,Dress,36,145.22,5227.92
1660,2025-05-28,Italy,Europe,Apparel,T-Shirt,40,153.73,6149.2
1661,2025-01-21,Saudi Arabia,Asia,Books,Cookbook,21,55.89,1173.69
1662,2025-04-25,Turkey,Europe,Apparel,Sneakers,25,35.2,880.0
1663,2023-10-06,Canada,North America,Electronics,Laptop,7,554.29,3880.03
1664,2024-08-29,China,Asia,Apparel,Jacket,32,35.34,1130.88
1665,2024-08-05,United Kingdom,Europe,Electronics,Smartwatch,42,730.66,30687.72
1666,2023-09-25,France,Europe,Electronics,Laptop,40,986.45,39458.0
1667,2023-12-06,China,Asia,Home Goods,Coffee Maker,7,684.0,4788.0
1668,2023-10-11,China,Asia,Books,Fiction Novel,33,75.21,2481.93
1669,2023-04-08,Egypt,Africa,Electronics,Smartwatch,31,689.63,21378.53
1670,2023-03-08,Bangladesh,Asia,Apparel,Jeans,28,213.57,5979.96
1671,2024-12-18,Pakistan,Asia,Electronics,Smartwatch,31,1128.21,34974.51
1672,2024-01-31,Egypt,Africa,Books,Cookbook,44,28.6,1258.4
1673,2025-06-10,Switzerland,Europe,Electronics,Headphones,15,508.04,7620.6
1674,2023-12-21,Philippines,Asia,Home Goods,Bed Frame,31,72.15,2236.65
1675,2025-05-09,France,Europe,Apparel,Jacket,18,78.2,1407.6
1676,2025-05-15,Italy,Europe,Apparel,Jeans,29,146.85,4258.65
1677,2024-09-29,Saudi Arabia,Asia,Home Goods,Vacuum Cleaner,43,737.1,31695.3
1678,2023-02-10,Bangladesh,Asia,Books,Fiction Novel,20,61.93,1238.6
1679,2024-12-29,Germany,Europe,Apparel,Dress,22,34.26,753.72
1680,2023-11-23,Thailand,Asia,Electronics,Smartwatch,16,121.28,1940.48
1681,2024-06-03,United States,North America,Electronics,Laptop,10,593.49,5934.9
1682,2024-12-20,Malaysia,Asia,Apparel,Dress,8,200.22,1601.76
1683,2025-07-23,Argentina,South America,Books,Science Journal,36,31.35,1128.6
1684,2024-08-10,Canada,North America,Home Goods,Bed Frame,14,780.86,10932.04
1685,2025-01-13,South Africa,Africa,Home Goods,Coffee Maker,17,483.42,8218.14
1686,2023-08-05,Spain,Europe,Apparel,Jeans,4,82.9,331.6
1687,2023-11-25,Germany,Europe,Apparel,Sneakers,1,186.84,186.84
1688,2023-11-23,South Korea,Asia,Electronics,Tablet,20,352.65,7053.0
1689,2025-04-07,Spain,Europe,Home Goods,Vacuum Cleaner,8,429.55,3436.4
